# Program:featureCounts v2.0.3; Command:"featureCounts" "-F" "SAF" "-s" "2" "-O" "-a" "/Users/daliasebat/Desktop/Yeo-Lab-Summer/hg38_transcript_start_stop.SAF" "-o" "/Users/daliasebat/Desktop/Yeo-Lab-Summer/results/feature_counts_hg38_WITH-0_saf.txt" "/Users/daliasebat/Desktop/Yeo-Lab-Summer/bams/one_bam_file/IP25.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/Users/daliasebat/Desktop/Yeo-Lab-Summer/bams/one_bam_file/IP25.sorted.bam
AL365398.1	chr10	92076241	92076365	+	125	0
AL365394.1	chr13	76833838	76846594	+	12757	0
AL365361.1	chr1	110653559	110657040	-	3482	19
AL365356.1	chr10	5712173	5744067	-	31895	58
AL365330.1	chr1	3785007	3785538	+	532	2
AL365318.1	chr1	116013812	116017705	-	3894	0
AL365295.2	chr14	53364145	53392048	-	27904	8
AL365295.1	chr14	53217954	53786106	+	568153	3202
AL365273.2	chr10	95860547	95924844	+	64298	107
AL365273.1	chr10	95833507	95873758	+	40252	39
AL365272.1	chr6	285442	292013	-	6572	13
AL365271.1	chr6	147741433	147743324	-	1892	0
AL365259.1	chr6	125578566	125749186	-	170621	214
AL365258.1	chr1	197757318	197761965	+	4648	2
AL365256.1	chrX	131578680	131611684	+	33005	32
AL365255.1	chr1	5561708	5668255	-	106548	27
AL365232.1	chr6	73209745	73263196	-	53452	881
AL365229.1	chr20	61267524	61271827	-	4304	0
AL365226.1	chr6	70394894	70403117	+	8224	0
AL365219.1	chr6	51464689	51464765	+	77	0
AL365215.2	chr10	16817698	16821207	+	3510	1
AL365215.1	chr10	16767234	16767416	+	183	0
AL365214.3	chr6	112392362	112396364	-	4003	0
AL365214.2	chr6	112236805	112350094	+	113290	6
AL365209.1	chr1	18109388	18115861	+	6474	0
AL365205.4	chr6	41764291	41764460	-	170	1
AL365205.3	chr6	41791409	41791477	+	69	4
AL365205.2	chr6	41832853	41832993	+	141	0
AL365205.1	chr6	41780945	41789895	+	8951	1548
AL365204.2	chr9	23894989	23898054	-	3066	0
AL365204.1	chr9	23829669	23849914	+	20246	9
AL365203.2	chr10	32887254	32889311	-	2058	81
AL365184.2	chr1	240739418	240739853	-	436	0
AL365184.1	chr1	240763333	240776824	+	13492	0
AL365181.4	chr1	156614741	156615288	-	548	3
AL365181.3	chr1	156641665	156644887	-	3223	135
AL365181.2	chr1	156637782	156641004	-	3223	52
AL365181.1	chr1	156509853	156511681	+	1829	0
AL360295.1	chr1	56823678	56826920	-	3243	0
AL360270.3	chr1	110963301	110964649	+	1349	5
AL360270.2	chr1	110936368	110942353	-	5986	127
AL360270.1	chr1	110943466	110952848	+	9383	12
AL360268.2	chr9	128039134	128057362	-	18229	1
AL360268.1	chr9	128090968	128094457	-	3490	0
AL360267.2	chr13	87423492	87458407	+	34916	12
AL360267.1	chr13	87427199	87447235	-	20037	12
AL360227.1	chr6	111227746	111259034	-	31289	18
AL360219.2	chr1	85467294	85467660	+	367	1
AL360219.1	chr1	85435174	85435284	-	111	4
AL360182.2	chr10	110207849	110208591	-	743	2
AL360181.4	chr10	133374735	133374869	-	135	4
AL360181.3	chr10	133380025	133420271	+	40247	6579
AL360181.2	chr10	133295186	133295977	-	792	123
AL360181.1	chr10	133345753	133350726	-	4974	249
AL360178.2	chr6	135882779	135888133	-	5355	1
AL360178.1	chr6	135854052	135880942	-	26891	2
AL360175.1	chr6	50514034	50521104	+	7071	1
AL360169.3	chr6	158296670	158303372	-	6703	9
AL360169.2	chr6	158282840	158428379	+	145540	11804
AL360169.1	chr6	158397884	158398561	-	678	0
AL360157.1	chr6	81969452	81969539	-	88	3
AL360093.1	chr1	219222247	219225497	-	3251	0
AL360091.3	chr1	212299494	212331713	-	32220	112
AL360091.2	chr1	212297447	212299579	+	2133	5
AL360091.1	chr1	212357417	212358353	+	937	12
AL360089.1	chr9	14025970	14030115	+	4146	0
AL360020.1	chr9	94116022	94145693	-	29672	3
AL360015.1	chr6	112988310	113084454	+	96145	46
AL360014.1	chr9	27829275	27844481	+	15207	0
AL360013.4	chr1	221555549	221563653	-	8105	0
AL360013.3	chr1	221549361	221554314	+	4954	0
AL360013.2	chr1	221508558	221510979	+	2422	0
AL360012.1	chr1	28648599	28648730	+	132	467
AL360007.1	chr6	142251846	142259632	-	7787	1
AL360006.1	chr1	233527543	233543633	-	16091	0
AL359987.1	chr6	92631065	92633268	-	2204	0
AL359979.2	chr1	223144048	223144954	+	907	1
AL359979.1	chr1	223181143	223188154	+	7012	0
AL359962.3	chr1	167455194	167458646	+	3453	36
AL359962.2	chr1	167457741	167459891	-	2151	1
AL359962.1	chr1	167457382	167458661	-	1280	0
AL359951.1	chr14	46960422	46960546	+	125	0
AL359924.1	chr1	237862174	237928321	+	66148	2
AL359922.3	chr9	21892187	21893857	+	1671	8
AL359922.2	chr9	21858909	21861926	-	3018	1
AL359922.1	chr9	21802635	22029594	+	226960	6736
AL359921.2	chr1	236536161	236536704	-	544	77
AL359921.1	chr1	236540093	236550280	-	10188	2000
AL359918.3	chr1	240177838	240179644	-	1807	0
AL359918.1	chr1	240154650	240154772	-	123	0
AL359916.1	chr20	2107899	2109991	-	2093	0
AL359915.1	chr1	119259472	119327257	-	67786	19
AL359894.1	chr1	69551847	69563715	+	11869	30
AL359893.2	chr9	101322476	101322533	+	58	0
AL359881.3	chr1	7693123	7694844	-	1722	19
AL359881.2	chr1	7698302	7698872	-	571	19
AL359881.1	chr1	7700703	7700970	-	268	41
AL359880.1	chr13	46717422	46717688	+	267	5
AL359878.2	chr10	933025	942743	+	9719	52
AL359878.1	chr10	971145	988341	-	17197	868
AL359853.2	chr1	179730190	179742697	+	12508	0
AL359853.1	chr1	179816183	179818191	-	2009	3
AL359852.2	chr6	2503947	2506337	-	2391	1
AL359852.1	chr6	2561946	2564143	+	2198	0
AL359851.1	chrX	121871868	121876865	+	4998	0
AL359844.1	chr10	68896919	68900768	+	3850	8
AL359834.1	chr1	200478019	200483604	-	5586	0
AL359813.2	chr6	43403814	43408341	-	4528	0
AL359813.1	chr6	43370025	43425283	+	55259	22
AL359792.1	chr14	54470708	54471218	+	511	0
AL359771.2	chr1	13696069	13696199	-	131	1
AL359771.1	chr1	13657310	13659910	-	2601	0
AL359764.3	chr1	241453750	241484995	-	31246	106
AL359764.2	chr1	241413749	241468661	+	54913	22
AL359764.1	chr1	241357342	241364054	+	6713	20
AL359762.3	chr1	84498349	84556688	-	58340	1718
AL359762.2	chr1	84607098	84610697	+	3600	1
AL359762.1	chr1	84574128	84583620	+	9493	6
AL359757.2	chr13	25141535	25141809	+	275	0
AL359757.1	chr13	25190062	25190317	-	256	0
AL359751.2	chr13	105459814	105460015	+	202	0
AL359751.1	chr13	105462301	105462505	+	205	0
AL359745.1	chr13	105690428	105702689	+	12262	0
AL359740.1	chrX	74122133	74122725	-	593	7
AL359736.1	chr13	23979699	24321031	+	341333	4933
AL359732.1	chr1	226827710	226833906	+	6197	8
AL359715.4	chr6	80440729	80441172	+	444	14
AL359715.3	chr6	80355423	80356859	+	1437	40
AL359715.2	chr6	80466957	80469080	+	2124	78
AL359715.1	chr6	80442648	80466319	+	23672	263
AL359711.2	chr6	109382794	109383666	+	873	51
AL359710.1	chr9	99396986	99819921	-	422936	1592
AL359706.1	chr13	44982076	45083125	-	101050	351
AL359704.2	chr1	226538304	226542729	-	4426	0
AL359697.1	chr10	21865334	21865921	-	588	7
AL359693.1	chr6	81551685	81554092	+	2408	0
AL359682.1	chr14	101257331	101278318	+	20988	0
AL359649.1	chr13	111588290	111672608	+	84319	3
AL359644.1	chr9	121369892	121463370	+	93479	167
AL359643.2	chr6	5031755	5054423	-	22669	115
AL359641.2	chrX	100100083	100100172	+	90	0
AL359636.2	chr9	122406644	122639678	+	233035	12
AL359636.1	chr9	122400969	122402906	-	1938	1
AL359632.1	chr9	125426168	125438509	+	12342	7
AL359555.4	chr20	38260174	38293892	+	33719	1
AL359555.3	chr20	38260148	38304332	+	44185	1
AL359555.2	chr20	38270777	38274020	+	3244	0
AL359555.1	chr20	38288330	38326536	-	38207	2
AL359552.1	chr9	107426404	107428742	+	2339	1
AL359551.1	chr1	238485444	238538305	+	52862	2
AL359547.1	chr6	146594515	146598931	-	4417	0
AL359546.1	chr10	31033088	31143813	+	110726	143
AL359541.1	chr1	161765324	161766227	-	904	6
AL359538.4	chr13	24517793	24530461	+	12669	7
AL359538.3	chr13	24539138	24541720	-	2583	0
AL359538.1	chr13	24566872	24597676	+	30805	79
AL359532.1	chr10	30831827	30833387	-	1561	6
AL359513.1	chr13	52454774	52455331	-	558	56
AL359511.3	chr20	17222850	17226146	-	3297	0
AL359511.2	chr20	17216778	17221913	-	5136	0
AL359510.2	chr1	228121522	228123771	+	2250	64
AL359508.1	chr10	129372193	129380753	-	8561	0
AL359504.1	chr1	84076330	84077931	-	1602	637
AL359502.2	chr13	97725171	97730339	-	5169	3
AL359502.1	chr13	97675010	97677963	-	2954	0
AL359475.1	chr6	40501630	40502393	-	764	0
AL359458.1	chr6	49823711	49824782	-	1072	0
AL359436.1	chr13	107868822	107933503	+	64682	18
AL359399.1	chr14	104137149	104137898	-	750	17
AL359397.2	chr14	50326525	50327909	-	1385	110
AL359397.1	chr14	50397012	50398345	+	1334	27
AL359396.2	chr14	25820365	25822741	+	2377	0
AL359396.1	chr14	25806647	25806712	-	66	0
AL359382.2	chr6	148155119	148157084	-	1966	0
AL359382.1	chr6	148133808	148137404	-	3597	1
AL359380.1	chr6	54190205	54190709	+	505	0
AL359378.1	chr6	8341936	8388855	-	46920	3
AL359317.2	chr14	69183019	69214092	-	31074	36
AL359317.1	chr14	69239165	69260567	-	21403	125
AL359314.1	chr9	76779656	76779917	+	262	0
AL359313.1	chr6	142526454	142637889	-	111436	19
AL359273.1	chr1	84277320	84277457	+	138	0
AL359259.1	chr1	237013372	237014200	+	829	0
AL359258.3	chr1	108200412	108202743	+	2332	41
AL359258.2	chr1	108199925	108201491	+	1567	39
AL359258.1	chr1	108261195	108273689	-	12495	0
AL359238.1	chr14	83017105	83018144	-	1040	0
AL359237.1	chr14	87710418	87872291	-	161874	3
AL359233.1	chr14	38003112	38004847	-	1736	0
AL359232.1	chr14	66230332	66509394	-	279063	1809
AL359220.1	chr14	61294908	61322838	-	27931	10
AL359208.1	chr13	63397010	63462441	+	65432	2
AL359198.1	chr10	91908130	91909348	+	1219	6
AL359195.2	chr10	80249709	80254121	+	4413	1
AL359195.1	chr10	80333770	80334426	+	657	0
AL359183.1	chr10	71364242	71366374	+	2133	32
AL359182.1	chr9	104927552	104928892	+	1341	3
AL359095.1	chr9	4070905	4071884	-	980	10
AL359094.2	chr10	127013500	127026475	-	12976	8
AL359094.1	chr10	126988094	127000640	-	12547	7
AL359092.3	chr9	130713625	130713724	+	100	68
AL359091.4	chr9	128431597	128432006	+	410	92
AL359091.3	chr9	128316336	128316909	+	574	20
AL359091.1	chr9	128392006	128393510	-	1505	0
AL359081.1	chr1	191858706	191866960	-	8255	0
AL359076.1	chr9	2041899	2046023	-	4125	3
AL358976.1	chr9	1041654	1042608	-	955	0
AL358972.1	chr6	164346488	164348644	-	2157	0
AL358944.1	chr11	30044052	30322988	-	278937	181
AL358937.1	chr9	99915076	99929896	-	14821	9
AL358933.1	chr6	28136848	28139678	+	2831	33
AL358876.2	chr1	8218189	8220529	-	2341	0
AL358852.1	chr6	149717620	149718888	+	1269	13
AL358790.1	chr10	102845915	102854513	-	8599	154
AL358787.1	chr10	85199001	85212800	+	13800	0
AL358781.2	chr9	131516557	131522229	-	5673	58
AL358780.2	chr10	21526567	21526863	+	297	13
AL358780.1	chr10	21481715	21481817	+	103	0
AL358779.1	chr9	108701369	108703092	-	1724	2
AL358777.3	chr6	10659497	10692860	+	33364	7
AL358777.1	chr6	10674657	10674768	-	112	0
AL358613.3	chr10	93063645	93077424	+	13780	115
AL358613.2	chr10	93071971	93073466	+	1496	4
AL358613.1	chr10	93059662	93060426	-	765	0
AL358612.1	chr10	25924447	25933710	-	9264	1
AL358473.2	chr1	201035095	201043073	+	7979	0
AL358473.1	chr1	201023960	201028792	+	4833	23
AL358472.7	chr1	153959150	153975887	-	16738	3539
AL358472.6	chr1	153975849	153986246	-	10398	1918
AL358472.5	chr1	153923336	153935240	+	11905	51
AL358472.4	chr1	153964360	153965070	+	711	37
AL358472.3	chr1	153966515	153966930	+	416	14
AL358472.2	chr1	153977742	153979160	+	1419	315
AL358452.1	chr1	215886581	215901464	+	14884	0
AL358394.3	chr10	45016100	45147221	-	131122	5
AL358394.2	chr10	45147393	45171389	+	23997	1
AL358394.1	chr10	45164227	45181427	-	17201	4
AL358393.1	chr1	181190470	181191149	-	680	0
AL358335.2	chr14	48394814	48432131	-	37318	3
AL358334.4	chr14	51022966	51031032	+	8067	0
AL358334.3	chr14	50912225	50913358	+	1134	1
AL358334.2	chr14	50956258	50962002	-	5745	10
AL358334.1	chr14	50848121	50865659	+	17539	2
AL358333.3	chr14	51967002	51969800	-	2799	0
AL358333.2	chr14	51916144	51918571	-	2428	0
AL358333.1	chr14	51982519	51987219	-	4701	1
AL358332.1	chr14	51344913	51385603	-	40691	3
AL358292.1	chr14	86936639	86989125	+	52487	0
AL358232.2	chr9	94485444	94511614	-	26171	321
AL358216.1	chr10	628637	631255	+	2619	0
AL358215.3	chr1	110473755	110488663	+	14909	4
AL358215.2	chr1	110472542	110474966	+	2425	0
AL358215.1	chr1	110456504	110457354	-	851	0
AL358177.1	chr1	244184952	244187559	-	2608	0
AL358176.4	chr1	240588521	240590748	-	2228	6
AL358176.1	chr1	240530451	240530862	+	412	0
AL358154.1	chr10	93772680	93788605	-	15926	0
AL358134.1	chr6	153304594	153427154	-	122561	5
AL358117.1	chr9	16982722	16989647	-	6926	0
AL358115.1	chr1	165895878	165900683	-	4806	4
AL358113.1	chr9	69035749	69255187	+	219439	3987
AL358075.2	chr1	46134530	46139081	+	4552	22
AL358075.1	chr1	46046817	46048368	+	1552	2
AL358074.1	chr9	125744376	125746552	-	2177	6
AL358072.1	chr1	117364898	117365473	-	576	8
AL358053.1	chr9	1540320	1550103	-	9784	0
AL358033.1	chr10	16005807	16005923	+	117	0
AL358013.1	chr1	10227717	10227803	+	87	3
AL357992.1	chr6	149027699	149032573	-	4875	2
AL357972.1	chr1	233724453	233730746	+	6294	7
AL357936.1	chr9	121574890	121576214	-	1325	0
AL357874.3	chr9	35603436	35605139	-	1704	15
AL357874.2	chr9	35642513	35643517	+	1005	0
AL357874.1	chr9	35646269	35647099	+	831	1
AL357873.1	chr1	14221890	14304445	-	82556	1
AL357835.1	chr1	12088440	12092264	-	3825	0
AL357833.1	chr10	3536413	3556314	-	19902	18
AL357832.1	chr6	159353923	159383322	-	29400	5
AL357793.2	chr1	193684245	193688429	-	4185	0
AL357793.1	chr1	193678893	193727035	+	48143	29
AL357673.2	chr1	54137745	54142980	+	5236	4
AL357673.1	chr1	54132685	54196433	-	63749	2333
AL357614.1	chr9	23291543	23293923	+	2381	0
AL357568.1	chr1	164828435	164829952	+	1518	17
AL357562.1	chrX	122242007	122242616	+	610	0
AL357558.3	chr20	47974136	47977584	+	3449	0
AL357558.2	chr20	47950850	47954808	+	3959	0
AL357558.1	chr20	47958021	47958603	+	583	0
AL357556.4	chr1	235366352	235367366	-	1015	10
AL357552.2	chr1	8805859	8807051	-	1193	144
AL357522.1	chr6	104499161	104527367	-	28207	211
AL357518.1	chr6	11607551	11607981	+	431	0
AL357514.1	chr6	112476537	112481636	-	5100	0
AL357513.1	chr6	120840732	120845475	+	4744	0
AL357509.1	chr1	18015711	18045612	+	29902	1
AL357507.1	chr6	74069450	74690727	+	621278	34
AL357500.2	chr1	29171284	29171453	-	170	104
AL357500.1	chr1	29144493	29146994	-	2502	86
AL357497.1	chr6	10881779	10884349	+	2571	8
AL357375.1	chr6	64377794	64412779	+	34986	3
AL357315.1	chr6	104831128	104845820	-	14693	299
AL357172.1	chr14	85202848	85239474	-	36627	6
AL357153.3	chr14	70593313	70641204	-	47892	225
AL357153.2	chr14	70425811	70547464	-	121654	509
AL357153.1	chr14	70608797	70641298	-	32502	14
AL357146.1	chr6	140079506	140093721	+	14216	0
AL357141.1	chr6	116033900	116046753	+	12854	0
AL357140.4	chr1	9900613	9908034	+	7422	2
AL357140.3	chr1	9826288	9828271	-	1984	2
AL357140.2	chr1	9942922	9949974	+	7053	237
AL357140.1	chr1	9848317	9850154	+	1838	0
AL357139.2	chr6	102350270	102369827	-	19558	1
AL357127.2	chr10	123560325	123562213	+	1889	20
AL357127.1	chr10	123574226	123583767	+	9542	26
AL357093.2	chr14	89349376	89366081	+	16706	2
AL357093.1	chr14	89355059	89356571	+	1513	0
AL357079.3	chr1	43944373	43946551	-	2179	88
AL357079.2	chr1	43968350	43974821	-	6472	15
AL357079.1	chr1	43937917	43940781	-	2865	156
AL357078.2	chr1	65003469	65004087	-	619	77
AL357075.4	chr6	154159827	154510114	-	350288	7648
AL357075.3	chr6	154510790	154522307	+	11518	65
AL357075.2	chr6	154477981	154479593	+	1613	1
AL357054.5	chr6	729127	760936	-	31810	1
AL357054.4	chr6	708591	711405	-	2815	6
AL357054.3	chr6	761674	780648	+	18975	44
AL357054.2	chr6	692529	796781	+	104253	391
AL357052.1	chr6	19290318	19321021	-	30704	15
AL357033.4	chr20	62648960	62650767	-	1808	10
AL357033.3	chr20	62651271	62652186	-	916	2
AL357033.2	chr20	62732565	62735347	-	2783	1
AL357033.1	chr20	62640718	62643304	-	2587	4
AL356966.1	chr13	100535740	100580112	-	44373	611
AL356961.1	chr13	112083548	112085471	+	1924	4
AL356952.1	chr10	61493842	61496499	+	2658	0
AL356867.2	chr1	153012481	153012614	-	134	0
AL356863.1	chr13	38372855	38373935	+	1081	1
AL356859.1	chr6	106358565	106359717	-	1153	0
AL356807.1	chr14	83986775	84140544	-	153770	6
AL356805.1	chr14	89399994	89409469	+	9476	2
AL356804.1	chr14	70255632	70343388	+	87757	79
AL356785.1	chrX	139909903	139910034	+	132	0
AL356776.2	chr6	79078576	79081371	+	2796	167
AL356756.1	chr14	29652808	29657916	+	5109	1
AL356754.2	chr13	72567212	72567380	+	169	0
AL356754.1	chr13	72586679	72586810	+	132	0
AL356753.1	chr10	79000483	79003803	-	3321	4
AL356752.1	chr13	112811565	112812158	+	594	8
AL356750.1	chr13	30344671	30347167	+	2497	9
AL356747.1	chr6	4714097	4724885	-	10789	1
AL356740.3	chr13	113009670	113010319	+	650	3
AL356740.2	chr13	113008777	113009424	+	648	5
AL356740.1	chr13	112964834	112966131	-	1298	7
AL356737.2	chr13	92610645	92677725	-	67081	5
AL356737.1	chr13	92658993	92659227	-	235	0
AL356652.1	chr20	35174354	35174919	-	566	0
AL356608.3	chr10	102898648	102918335	-	19688	19
AL356608.2	chr10	103027335	103027498	+	164	7
AL356608.1	chr10	102914584	102915404	+	821	13
AL356596.1	chr14	41514971	41515350	-	380	0
AL356580.1	chr13	97939355	97953539	+	14185	2
AL356515.1	chr13	44684486	44715393	-	30908	0
AL356512.1	chr1	244969349	244971088	-	1740	37
AL356495.1	chr13	37869824	37874444	+	4621	1
AL356490.1	chr9	82543717	82544196	+	480	0
AL356489.4	chr9	33730344	33734040	+	3697	0
AL356489.3	chr9	33706678	33710715	+	4038	222
AL356489.2	chr9	33697458	33700986	+	3529	275
AL356489.1	chr9	33719689	33722555	+	2867	5
AL356488.3	chr1	109087970	109090858	-	2889	106
AL356488.2	chr1	109100192	109100619	+	428	533
AL356481.3	chr9	128630327	128631685	-	1359	19
AL356481.2	chr9	128595892	128596633	+	742	5
AL356481.1	chr9	128528656	128552410	-	23755	160
AL356475.1	chr1	170024076	170024683	+	608	0
AL356441.1	chr1	165598402	165624084	+	25683	2
AL356433.1	chr10	3397504	3400180	+	2677	0
AL356421.2	chr6	47729826	47740741	-	10916	0
AL356419.1	chr10	117579853	117593896	+	14044	24
AL356417.3	chr6	159051673	159121495	-	69823	84
AL356417.2	chr6	159167247	159170007	-	2761	1
AL356417.1	chr6	159094092	159116254	+	22163	8
AL356414.1	chr20	4070151	4075165	-	5015	1
AL356413.1	chr13	85693936	85783203	-	89268	1
AL356387.1	chr1	111317599	111323981	-	6383	1
AL356379.2	chr1	40559665	40584335	-	24671	8
AL356364.1	chr1	219557191	219557701	+	511	0
AL356361.3	chr1	240007523	240008381	+	859	0
AL356361.2	chr1	239915438	239916955	-	1518	0
AL356356.1	chr1	150600538	150600659	-	122	19
AL356317.2	chrX	64205973	64233855	+	27883	9
AL356313.1	chr13	85046000	85050096	-	4097	0
AL356311.1	chr6	151813275	151814179	-	905	0
AL356310.1	chr1	211635864	211644114	-	8251	1
AL356309.3	chr9	126518839	126520773	+	1935	1
AL356309.2	chr9	126516416	126518808	+	2393	0
AL356309.1	chr9	126527617	126530343	+	2727	0
AL356299.2	chr20	34281631	34286466	-	4836	651
AL356295.1	chr13	53207830	53800425	+	592596	3
AL356289.2	chr1	48102067	48104736	+	2670	1
AL356289.1	chr1	48078786	48082196	-	3411	5
AL356277.3	chr6	74530247	74734279	-	204033	8
AL356277.2	chr6	74642383	74652002	+	9620	0
AL356276.1	chr1	157691761	157696459	+	4699	0
AL356275.1	chr1	207909991	207917088	+	7098	0
AL356274.2	chr13	37142966	37146718	-	3753	66
AL356273.3	chr1	185292383	185294372	-	1990	146
AL356266.1	chr13	102299789	102300272	-	484	0
AL356259.1	chr13	19408041	19409529	-	1489	0
AL356234.3	chr6	137693067	137700415	+	7349	5
AL356234.2	chr6	137673401	137717276	+	43876	12
AL356218.2	chr9	33401520	33410549	+	9030	1
AL356215.1	chr11	35132654	35138032	-	5379	5
AL356157.3	chr10	44509707	44515421	+	5715	0
AL356157.1	chr10	44591207	44602104	-	10898	1
AL356134.1	chr9	84278218	84290131	+	11914	0
AL356133.1	chr9	26801732	26805862	+	4131	1
AL356130.1	chr6	905444	909006	-	3563	0
AL356124.2	chr6	129479614	129481410	-	1797	1
AL356124.1	chr6	129439484	129576047	-	136564	111
AL356123.2	chr6	167678231	167679523	+	1293	1
AL356123.1	chr6	167644478	167658518	-	14041	0
AL356121.2	chr6	108359083	108359863	-	781	0
AL356118.1	chr13	91485792	91486870	+	1079	11
AL356113.1	chr10	24410182	24416459	-	6278	0
AL356108.1	chr1	222088805	222389103	-	300299	146
AL356095.2	chr10	80091410	80091867	-	458	0
AL356094.2	chr6	93720162	93745615	+	25454	27
AL356094.1	chr6	93811824	93813036	+	1213	0
AL356072.1	chr1	8328066	8328179	+	114	0
AL356056.2	chr10	46580707	46598150	-	17444	203
AL356056.1	chr10	46597917	46612154	+	14238	6
AL356022.1	chr14	44507384	44567467	+	60084	0
AL356020.1	chr14	53153353	53157528	+	4176	30
AL356019.2	chr14	20260479	20264308	-	3830	191
AL356019.1	chr14	20305729	20306811	+	1083	0
AL356017.1	chr14	95185116	95185854	-	739	24
AL356010.2	chr1	238238942	238404906	+	165965	4
AL355999.1	chr1	182837184	182839561	-	2378	149
AL355997.1	chr6	51605264	51622884	+	17621	0
AL355994.3	chr1	16006159	16006671	-	513	0
AL355990.2	chr1	110177642	110178719	-	1078	0
AL355990.1	chr1	110166806	110172489	-	5684	0
AL355987.6	chr9	136726747	136726879	-	133	198
AL355987.4	chr9	136799222	136810035	+	10814	1087
AL355987.3	chr9	136791378	136800595	+	9218	1145
AL355987.2	chr9	136800365	136829466	+	29102	4665
AL355987.1	chr9	136738166	136748453	-	10288	9
AL355981.1	chr1	86821557	86834169	-	12613	7
AL355974.2	chr13	110031100	110031567	-	468	0
AL355974.1	chr13	109984857	109986565	-	1709	0
AL355922.4	chr14	20897984	20936255	-	38272	24
AL355922.3	chr14	20916765	20928580	-	11816	5
AL355922.1	chr14	20919360	20920299	+	940	0
AL355916.3	chr14	61529127	61657964	+	128838	156
AL355916.2	chr14	61535392	61545227	-	9836	0
AL355916.1	chr14	61570539	61658696	+	88158	25
AL355881.1	chr6	134296300	134304297	+	7998	2
AL355870.2	chr10	13391346	13400706	+	9361	0
AL355870.1	chr10	13415201	13423133	+	7933	1
AL355838.1	chr14	81743802	81840033	+	96232	0
AL355836.5	chr14	101160475	101172549	+	12075	0
AL355836.4	chr14	101185786	101197089	-	11304	0
AL355836.3	chr14	101133729	101151988	-	18260	1
AL355836.2	chr14	101145479	101145695	-	217	0
AL355835.1	chr14	38256217	38312049	+	55833	0
AL355834.2	chr14	57335202	57344724	-	9523	14
AL355834.1	chr14	57355445	57359410	+	3966	0
AL355821.1	chr13	89837169	89837237	+	69	0
AL355816.2	chr1	111184414	111185061	-	648	3
AL355816.1	chr1	111181373	111181491	-	119	0
AL355810.1	chr13	109805316	109805868	+	553	3
AL355803.1	chr20	64056802	64057084	+	283	4
AL355802.3	chr6	43519179	43519724	-	546	18
AL355802.2	chr6	43544143	43544270	+	128	0
AL355773.1	chr14	55748207	55773203	+	24997	49
AL355677.1	chr13	88472150	88477267	-	5118	1
AL355674.1	chr9	74371819	74384578	+	12760	0
